candidate_id,stage,model,scenario_id,base_scenario_id,run_id,artifact_path,ai_generated,selection_status,technical_validation,license_status,notes
AIG-01121,llm_generation,gpt-5.4,set_up_a_vpc_in_the_aws_region_with_two_subnets_in_without_security_few_shot,set_up_a_vpc_in_the_aws_region_with_two_subnets_in,run_1,llm/pipeline_artifacts/generate___gpt-5.4__1_/artifacts/gpt-5.4/set_up_a_vpc_in_the_aws_region_with_two_subnets_in_without_security_few_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01122,llm_generation,gpt-5.4,set_up_a_vpc_in_the_aws_region_with_two_subnets_in_without_security_zero_shot,set_up_a_vpc_in_the_aws_region_with_two_subnets_in,run_1,llm/pipeline_artifacts/generate___gpt-5.4__1_/artifacts/gpt-5.4/set_up_a_vpc_in_the_aws_region_with_two_subnets_in_without_security_zero_shot/run_1/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01123,llm_generation,gpt-5.4,configures_aws_as_the_cloud_provider_it_defines_an_with_security_basic_few_shot,configures_aws_as_the_cloud_provider_it_defines_an,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/configures_aws_as_the_cloud_provider_it_defines_an_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01124,llm_generation,gpt-5.4,configures_aws_as_the_cloud_provider_it_defines_an_with_security_basic_zero_shot,configures_aws_as_the_cloud_provider_it_defines_an,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/configures_aws_as_the_cloud_provider_it_defines_an_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01125,llm_generation,gpt-5.4,configures_aws_as_the_cloud_provider_it_defines_an_with_security_detailed_few_shot,configures_aws_as_the_cloud_provider_it_defines_an,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/configures_aws_as_the_cloud_provider_it_defines_an_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01126,llm_generation,gpt-5.4,configures_aws_as_the_cloud_provider_it_defines_an_with_security_detailed_zero_shot,configures_aws_as_the_cloud_provider_it_defines_an,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/configures_aws_as_the_cloud_provider_it_defines_an_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01127,llm_generation,gpt-5.4,configures_aws_as_the_cloud_provider_it_defines_an_without_security_few_shot,configures_aws_as_the_cloud_provider_it_defines_an,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/configures_aws_as_the_cloud_provider_it_defines_an_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01128,llm_generation,gpt-5.4,configures_aws_as_the_cloud_provider_it_defines_an_without_security_zero_shot,configures_aws_as_the_cloud_provider_it_defines_an,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/configures_aws_as_the_cloud_provider_it_defines_an_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01129,llm_generation,gpt-5.4,create_a_s3_bucket_and_a_second_s3_bucket_then_cre_with_security_basic_few_shot,create_a_s3_bucket_and_a_second_s3_bucket_then_cre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_a_second_s3_bucket_then_cre_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01130,llm_generation,gpt-5.4,create_a_s3_bucket_and_a_second_s3_bucket_then_cre_with_security_basic_zero_shot,create_a_s3_bucket_and_a_second_s3_bucket_then_cre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_a_second_s3_bucket_then_cre_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01131,llm_generation,gpt-5.4,create_a_s3_bucket_and_a_second_s3_bucket_then_cre_with_security_detailed_few_shot,create_a_s3_bucket_and_a_second_s3_bucket_then_cre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_a_second_s3_bucket_then_cre_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01132,llm_generation,gpt-5.4,create_a_s3_bucket_and_a_second_s3_bucket_then_cre_with_security_detailed_zero_shot,create_a_s3_bucket_and_a_second_s3_bucket_then_cre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_a_second_s3_bucket_then_cre_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01133,llm_generation,gpt-5.4,create_a_s3_bucket_and_a_second_s3_bucket_then_cre_without_security_few_shot,create_a_s3_bucket_and_a_second_s3_bucket_then_cre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_a_second_s3_bucket_then_cre_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01134,llm_generation,gpt-5.4,create_a_s3_bucket_and_a_second_s3_bucket_then_cre_without_security_zero_shot,create_a_s3_bucket_and_a_second_s3_bucket_then_cre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_a_second_s3_bucket_then_cre_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01135,llm_generation,gpt-5.4,create_a_s3_bucket_and_an_example_public_access_bl_with_security_basic_few_shot,create_a_s3_bucket_and_an_example_public_access_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_an_example_public_access_bl_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01136,llm_generation,gpt-5.4,create_a_s3_bucket_and_an_example_public_access_bl_with_security_basic_zero_shot,create_a_s3_bucket_and_an_example_public_access_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_an_example_public_access_bl_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01137,llm_generation,gpt-5.4,create_a_s3_bucket_and_an_example_public_access_bl_with_security_detailed_few_shot,create_a_s3_bucket_and_an_example_public_access_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_an_example_public_access_bl_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01138,llm_generation,gpt-5.4,create_a_s3_bucket_and_an_example_public_access_bl_with_security_detailed_zero_shot,create_a_s3_bucket_and_an_example_public_access_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_an_example_public_access_bl_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01139,llm_generation,gpt-5.4,create_a_s3_bucket_and_an_example_public_access_bl_without_security_few_shot,create_a_s3_bucket_and_an_example_public_access_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_an_example_public_access_bl_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01140,llm_generation,gpt-5.4,create_a_s3_bucket_and_an_example_public_access_bl_without_security_zero_shot,create_a_s3_bucket_and_an_example_public_access_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_and_an_example_public_access_bl_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01141,llm_generation,gpt-5.4,create_a_s3_bucket_with_bucket_name_mybucket_and_o_with_security_basic_few_shot,create_a_s3_bucket_with_bucket_name_mybucket_and_o,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_with_bucket_name_mybucket_and_o_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01142,llm_generation,gpt-5.4,create_a_s3_bucket_with_bucket_name_mybucket_and_o_with_security_basic_zero_shot,create_a_s3_bucket_with_bucket_name_mybucket_and_o,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_with_bucket_name_mybucket_and_o_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01143,llm_generation,gpt-5.4,create_a_s3_bucket_with_bucket_name_mybucket_and_o_with_security_detailed_few_shot,create_a_s3_bucket_with_bucket_name_mybucket_and_o,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_with_bucket_name_mybucket_and_o_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01144,llm_generation,gpt-5.4,create_a_s3_bucket_with_bucket_name_mybucket_and_o_with_security_detailed_zero_shot,create_a_s3_bucket_with_bucket_name_mybucket_and_o,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_with_bucket_name_mybucket_and_o_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01145,llm_generation,gpt-5.4,create_a_s3_bucket_with_bucket_name_mybucket_and_o_without_security_few_shot,create_a_s3_bucket_with_bucket_name_mybucket_and_o,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_with_bucket_name_mybucket_and_o_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01146,llm_generation,gpt-5.4,create_a_s3_bucket_with_bucket_name_mybucket_and_o_without_security_zero_shot,create_a_s3_bucket_with_bucket_name_mybucket_and_o,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_s3_bucket_with_bucket_name_mybucket_and_o_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01147,llm_generation,gpt-5.4,create_a_terraform_configuration_for_an_aws_enviro_with_security_basic_few_shot,create_a_terraform_configuration_for_an_aws_enviro,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_terraform_configuration_for_an_aws_enviro_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01148,llm_generation,gpt-5.4,create_a_terraform_configuration_for_an_aws_enviro_with_security_basic_zero_shot,create_a_terraform_configuration_for_an_aws_enviro,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_terraform_configuration_for_an_aws_enviro_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01149,llm_generation,gpt-5.4,create_a_terraform_configuration_for_an_aws_enviro_with_security_detailed_few_shot,create_a_terraform_configuration_for_an_aws_enviro,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_terraform_configuration_for_an_aws_enviro_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01150,llm_generation,gpt-5.4,create_a_terraform_configuration_for_an_aws_enviro_with_security_detailed_zero_shot,create_a_terraform_configuration_for_an_aws_enviro,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_terraform_configuration_for_an_aws_enviro_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01151,llm_generation,gpt-5.4,create_a_terraform_configuration_for_an_aws_enviro_without_security_few_shot,create_a_terraform_configuration_for_an_aws_enviro,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_terraform_configuration_for_an_aws_enviro_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01152,llm_generation,gpt-5.4,create_a_terraform_configuration_for_an_aws_enviro_without_security_zero_shot,create_a_terraform_configuration_for_an_aws_enviro,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_a_terraform_configuration_for_an_aws_enviro_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01153,llm_generation,gpt-5.4,create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_basic_few_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01154,llm_generation,gpt-5.4,create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_basic_zero_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01155,llm_generation,gpt-5.4,create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_detailed_few_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01156,llm_generation,gpt-5.4,create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_detailed_zero_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_and_apply_kms_server_side_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01157,llm_generation,gpt-5.4,create_an_aws_s3_bucket_and_apply_kms_server_side_without_security_few_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_and_apply_kms_server_side_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01158,llm_generation,gpt-5.4,create_an_aws_s3_bucket_and_apply_kms_server_side_without_security_zero_shot,create_an_aws_s3_bucket_and_apply_kms_server_side,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_and_apply_kms_server_side_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01159,llm_generation,gpt-5.4,create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_basic_few_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01160,llm_generation,gpt-5.4,create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_basic_zero_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01161,llm_generation,gpt-5.4,create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_detailed_few_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01162,llm_generation,gpt-5.4,create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_detailed_zero_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_for_cloudgoat_data_storage_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01163,llm_generation,gpt-5.4,create_an_aws_s3_bucket_for_cloudgoat_data_storage_without_security_few_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_for_cloudgoat_data_storage_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01164,llm_generation,gpt-5.4,create_an_aws_s3_bucket_for_cloudgoat_data_storage_without_security_zero_shot,create_an_aws_s3_bucket_for_cloudgoat_data_storage,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_for_cloudgoat_data_storage_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01165,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_basic_few_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01166,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_basic_zero_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01167,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_detailed_few_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01168,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_detailed_zero_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_my_bucket_and_define_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01169,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_my_bucket_and_define_without_security_few_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_my_bucket_and_define_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01170,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_my_bucket_and_define_without_security_zero_shot,create_an_aws_s3_bucket_named_my_bucket_and_define,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_my_bucket_and_define_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01171,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_basic_few_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01172,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_basic_zero_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01173,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_detailed_few_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01174,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_detailed_zero_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_test_bucket_with_pre_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01175,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_test_bucket_with_pre_without_security_few_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_test_bucket_with_pre_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01176,llm_generation,gpt-5.4,create_an_aws_s3_bucket_named_test_bucket_with_pre_without_security_zero_shot,create_an_aws_s3_bucket_named_test_bucket_with_pre,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_s3_bucket_named_test_bucket_with_pre_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01177,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_basic_few_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01178,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_basic_zero_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01179,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_detailed_few_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01180,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_detailed_zero_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_a_subnet_and_assoc_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01181,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_a_subnet_and_assoc_without_security_few_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_a_subnet_and_assoc_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01182,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_a_subnet_and_assoc_without_security_zero_shot,create_an_aws_vpc_resource_with_a_subnet_and_assoc,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_a_subnet_and_assoc_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01183,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_basic_few_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01184,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_basic_zero_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_basic_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01185,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_detailed_few_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_detailed_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01186,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_detailed_zero_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_an_example_cidr_bl_with_security_detailed_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01187,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_an_example_cidr_bl_without_security_few_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_an_example_cidr_bl_without_security_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01188,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_an_example_cidr_bl_without_security_zero_shot,create_an_aws_vpc_resource_with_an_example_cidr_bl,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_an_example_cidr_bl_without_security_zero_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
AIG-01189,llm_generation,gpt-5.4,create_an_aws_vpc_resource_with_an_internet_gatewa_with_security_basic_few_shot,create_an_aws_vpc_resource_with_an_internet_gatewa,run_2,llm/pipeline_artifacts/generate___gpt-5.4__2_/artifacts/gpt-5.4/create_an_aws_vpc_resource_with_an_internet_gatewa_with_security_basic_few_shot/run_2/main.tf,True,CANDIDATE,PENDING,CONDITIONAL,
