check_id,check_namespace,check_name,finding_count,artifact_count,scenario_count,resource_type_count,resource_types,complexities,model_count,models,example_resource,security_domain,context_sensitive,include_research_scope,review_note
CKV_AWS_68,CKV_AWS,CloudFront Distribution should have WAF enabled,4,4,1,1,aws_cloudfront_distribution,complex,4,claude-opus-4-6-cot|claude-opus-4-6-thinking|gemini-3.1-pro|gemini-3.7-flash,aws_cloudfront_distribution.main,,,,
CKV_AWS_76,CKV_AWS,Ensure API Gateway has Access Logging enabled,4,4,1,1,aws_apigatewayv2_stage,simple,4,gemini-3.1-pro|gemini-3.7-flash|gpt-5|gpt-5-thinking,aws_apigatewayv2_stage.default,,,,
CKV_AWS_345,CKV_AWS,Ensure that Network firewall encryption is via a CMK,16,3,1,2,aws_networkfirewall_firewall|aws_networkfirewall_rule_group,complex,3,claude-sonnet-4-6|gemini-3.7-flash|gpt-5,aws_networkfirewall_rule_group.ips_rules_use1,,,,
CKV2_AWS_31,CKV2_AWS,Ensure WAF2 has a Logging Configuration,10,3,1,1,aws_wafv2_web_acl,complex,3,claude-opus-4-6|claude-opus-4-6-cot|claude-sonnet-4-6,aws_wafv2_web_acl.cloudfront,,,,
CKV_AWS_192,CKV_AWS,Ensure WAF prevents message lookup in Log4j2. See CVE-2021-44228 aka log4jshell,10,3,1,1,aws_wafv2_web_acl,complex,3,claude-opus-4-6|claude-opus-4-6-cot|claude-sonnet-4-6,aws_wafv2_web_acl.cloudfront,,,,
CKV2_AWS_1,CKV2_AWS,Ensure that all NACL are attached to subnets,9,3,2,1,aws_network_acl,complex,3,claude-opus-4-6-thinking|claude-sonnet-4-6|gpt-5,aws_network_acl.public,,,,
CKV2_AWS_76,CKV2_AWS,Ensure AWS ALB attached WAFv2 WebACL is configured with AMR for Log4j Vulnerability,7,3,1,1,aws_lb,complex,3,claude-opus-4-6|claude-opus-4-6-cot|claude-sonnet-4-6,aws_lb.primary,,,,
CKV_AWS_324,CKV_AWS,Ensure that RDS Cluster log capture is enabled,7,3,1,1,aws_rds_cluster,complex,3,claude-sonnet-4-6|gemini-3.7-flash|gpt-5,aws_rds_cluster.spoke1_replica_euw1,,,,
CKV_AWS_346,CKV_AWS,Ensure Network Firewall Policy defines an encryption configuration that uses a customer managed Key (CMK),7,3,1,1,aws_networkfirewall_firewall_policy,complex,3,claude-sonnet-4-6|gemini-3.7-flash|gpt-5,aws_networkfirewall_firewall_policy.egress_use1,,,,
CKV2_AWS_63,CKV2_AWS,Ensure Network firewall has logging configuration defined,6,3,1,1,aws_networkfirewall_firewall,complex,3,claude-sonnet-4-6|gemini-3.7-flash|gpt-5,aws_networkfirewall_firewall.egress_euw1,,,,
CKV_AWS_289,CKV_AWS,Ensure IAM policies does not allow permissions management / resource exposure without constraints,5,3,2,2,aws_iam_policy|aws_iam_role_policy,complex,2,claude-opus-4-6-cot|claude-opus-4-6-thinking,aws_iam_role_policy.dlm_lifecycle,,,,
CKV2_AWS_57,CKV2_AWS,Ensure Secrets Manager secrets should have automatic rotation enabled,4,3,2,1,aws_secretsmanager_secret,complex|simple,3,gemini-3.7-flash|gpt-5|gpt-5-thinking,"aws_secretsmanager_secret.tenant_secret[""tenant-a""]",,,,
CKV_AWS_149,CKV_AWS,Ensure that Secrets Manager secret is encrypted using KMS CMK,4,3,2,1,aws_secretsmanager_secret,complex|simple,3,gemini-3.7-flash|gpt-5|gpt-5-thinking,"aws_secretsmanager_secret.tenant_secret[""tenant-a""]",,,,
CKV_AWS_16,CKV_AWS,Ensure all data stored in the RDS is securely encrypted at rest,4,3,2,1,aws_db_instance,complex|simple,2,gemini-3.1-pro|llama3,aws_db_instance.primary,,,,
CKV_AWS_29,CKV_AWS,Ensure all data stored in the ElastiCache Replication Group is securely encrypted at rest,4,3,1,1,aws_elasticache_replication_group,complex,3,claude-opus-4-6-cot|claude-opus-4-6-thinking|gemini-3.1-pro,aws_elasticache_replication_group.dr,,,,
CKV_AWS_30,CKV_AWS,Ensure all data stored in the ElastiCache Replication Group is securely encrypted at transit,4,3,1,1,aws_elasticache_replication_group,complex,3,claude-opus-4-6-cot|claude-opus-4-6-thinking|gemini-3.1-pro,aws_elasticache_replication_group.dr,,,,
CKV2_AWS_42,CKV2_AWS,Ensure AWS CloudFront distribution uses custom SSL certificate,3,3,1,1,aws_cloudfront_distribution,complex,3,claude-opus-4-6-cot|gemini-3.1-pro|gemini-3.7-flash,aws_cloudfront_distribution.main,,,,
CKV_AWS_174,CKV_AWS,Verify CloudFront Distribution Viewer Certificate is using TLS v1.2 or higher,3,3,1,1,aws_cloudfront_distribution,complex,3,claude-opus-4-6-cot|gemini-3.1-pro|gemini-3.7-flash,aws_cloudfront_distribution.main,,,,
CKV_AWS_284,CKV_AWS,Ensure State Machine has X-Ray tracing enabled,3,3,1,1,aws_sfn_state_machine,complex,3,claude-opus-4-6|claude-opus-4-6-cot|gemini-3.1-pro,aws_sfn_state_machine.etl_pipeline,,,,
CKV_AWS_286,CKV_AWS,Ensure IAM policies does not allow privilege escalation,3,3,2,2,aws_iam_policy|aws_iam_role_policy,complex,2,claude-opus-4-6-cot|claude-opus-4-6-thinking,aws_iam_role_policy.ssm_automation,,,,
CKV_AWS_287,CKV_AWS,Ensure IAM policies does not allow credentials exposure,3,3,2,2,aws_iam_policy|aws_iam_role_policy,complex,2,claude-opus-4-6-cot|claude-opus-4-6-thinking,aws_iam_role_policy.ssm_automation,,,,
CKV_AWS_33,CKV_AWS,Ensure KMS key policy does not contain wildcard (*) principal,3,3,1,1,aws_kms_key,simple,3,gpt-4o|gpt-5|gpt-5-thinking,aws_kms_key.example,,,,
CKV_AWS_8,CKV_AWS,Ensure all data stored in the Launch configuration or instance Elastic Blocks Store is securely encrypted,3,3,2,2,aws_instance|aws_launch_configuration,simple,2,gpt-4o|llama3,aws_instance.example,,,,
CKV_AWS_231,CKV_AWS,Ensure no NACL allow ingress from 0.0.0.0:0 to port 3389,5,2,2,2,aws_network_acl|aws_network_acl_rule,complex,2,claude-opus-4-6-thinking|gpt-5,aws_network_acl.public,,,,
CKV_AWS_327,CKV_AWS,Ensure RDS Clusters are encrypted using KMS CMKs,5,2,1,1,aws_rds_cluster,complex,2,gemini-3.7-flash|gpt-5,aws_rds_cluster.primary,,,,
CKV_AWS_344,CKV_AWS,Ensure that Network firewalls have deletion protection enabled,4,2,1,1,aws_networkfirewall_firewall,complex,2,gemini-3.7-flash|gpt-5,aws_networkfirewall_firewall.egress_fw,,,,
CKV2_AWS_5,CKV2_AWS,Ensure that Security Groups are attached to another resource,2,2,1,1,aws_security_group,complex,2,claude-opus-4-6-cot|gemini-3.7-flash,aws_security_group.node,,,,
CKV2_AWS_69,CKV2_AWS,Ensure AWS RDS database instance configured with encryption in transit,2,2,2,1,aws_db_instance,complex|simple,2,claude-opus-4-6-thinking|claude-sonnet-4-6,aws_db_instance.primary,,,,
CKV_AWS_140,CKV_AWS,Ensure that RDS global clusters are encrypted,2,2,1,1,aws_rds_global_cluster,complex,2,gemini-3.7-flash|gpt-5,aws_rds_global_cluster.global,,,,
CKV_AWS_256,CKV_AWS,Ensure DLM cross region schedules are encrypted using a Customer Managed Key,2,2,1,1,aws_dlm_lifecycle_policy,complex,2,gemini-3.1-pro|gemini-3.7-flash,aws_dlm_lifecycle_policy.ebs_dr,,,,
CKV_AWS_7,CKV_AWS,Ensure rotation for customer created CMKs is enabled,2,2,2,1,aws_kms_key,complex|simple,2,gemini-3.7-flash|gpt-4o,aws_kms_key.flow_logs,,,,
CKV_AWS_352,CKV_AWS,Ensure NACL ingress does not allow all Ports,3,1,1,1,aws_network_acl_rule,complex,1,claude-sonnet-4-6,aws_network_acl_rule.spoke1_rds_inbound_deny_all_use1,,,,
CKV2_AWS_27,CKV2_AWS,Ensure Postgres RDS as aws_rds_cluster has Query Logging enabled,2,1,1,1,aws_rds_cluster,complex,1,gemini-3.7-flash,aws_rds_cluster.primary,,,,
CKV2_AWS_34,CKV2_AWS,AWS SSM Parameter should be Encrypted,2,1,1,1,aws_ssm_parameter,complex,1,claude-opus-4-6-cot,aws_ssm_parameter.dr_config,,,,
CKV2_AWS_53,CKV2_AWS,Ensure AWS API gateway request is validated,2,1,1,1,aws_api_gateway_method,simple,1,claude-opus-4-6-thinking,aws_api_gateway_method.root_any,,,,
CKV_AWS_119,CKV_AWS,Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK,2,1,1,1,aws_dynamodb_table,complex,1,claude-opus-4-6-thinking,aws_dynamodb_table.failover_state,,,,
CKV_AWS_139,CKV_AWS,Ensure that RDS clusters have deletion protection enabled,2,1,1,1,aws_rds_cluster,complex,1,gemini-3.7-flash,aws_rds_cluster.primary,,,,
CKV_AWS_59,CKV_AWS,Ensure there is no open access to back-end resources through API,2,1,1,1,aws_api_gateway_method,simple,1,claude-opus-4-6-thinking,aws_api_gateway_method.root_any,,,,
CKV_AWS_96,CKV_AWS,Ensure all data stored in Aurora is securely encrypted at rest,2,1,1,1,aws_rds_cluster,complex,1,gemini-3.7-flash,aws_rds_cluster.primary,,,,
CKV2_AWS_19,CKV2_AWS,Ensure that all EIP addresses allocated to a VPC are attached to EC2 instances,1,1,1,1,aws_eip,simple,1,claude-opus-4-6-thinking,aws_eip.nat[0],,,,
CKV2_AWS_29,CKV2_AWS,Ensure public API gateway are protected by WAF,1,1,1,1,aws_api_gateway_stage,simple,1,claude-opus-4-6-thinking,aws_api_gateway_stage.this,,,,
CKV2_AWS_3,CKV2_AWS,Ensure GuardDuty is enabled to specific org/region,1,1,1,1,aws_guardduty_detector,complex,1,claude-opus-4-6-thinking,aws_guardduty_detector.main,,,,
CKV2_AWS_40,CKV2_AWS,Ensure AWS IAM policy does not allow full IAM privileges,1,1,1,1,aws_iam_policy,complex,1,claude-opus-4-6-thinking,aws_iam_policy.cicd_permissions_boundary,,,,
CKV2_AWS_50,CKV2_AWS,Ensure AWS ElastiCache Redis cluster with Multi-AZ Automatic Failover feature set to enabled,1,1,1,1,aws_elasticache_replication_group,complex,1,gemini-3.1-pro,aws_elasticache_replication_group.dr,,,,
CKV2_AWS_51,CKV2_AWS,Ensure AWS API Gateway endpoints uses client certificate authentication,1,1,1,1,aws_api_gateway_stage,simple,1,claude-opus-4-6-thinking,aws_api_gateway_stage.this,,,,
CKV_AWS_120,CKV_AWS,Ensure API Gateway caching is enabled,1,1,1,1,aws_api_gateway_stage,simple,1,claude-opus-4-6-thinking,aws_api_gateway_stage.this,,,,
CKV_AWS_133,CKV_AWS,Ensure that RDS instances has backup policy,1,1,1,1,aws_db_instance,complex,1,gemini-3.1-pro,aws_db_instance.dr_replica,,,,
CKV_AWS_225,CKV_AWS,Ensure API Gateway method setting caching is enabled,1,1,1,1,aws_api_gateway_method_settings,simple,1,claude-opus-4-6-thinking,aws_api_gateway_method_settings.all,,,,
CKV_AWS_229,CKV_AWS,Ensure no NACL allow ingress from 0.0.0.0:0 to port 21,1,1,1,1,aws_network_acl,complex,1,claude-opus-4-6-thinking,aws_network_acl.public,,,,
CKV_AWS_230,CKV_AWS,Ensure no NACL allow ingress from 0.0.0.0:0 to port 20,1,1,1,1,aws_network_acl,complex,1,claude-opus-4-6-thinking,aws_network_acl.public,,,,
CKV_AWS_232,CKV_AWS,Ensure no NACL allow ingress from 0.0.0.0:0 to port 22,1,1,1,1,aws_network_acl,complex,1,claude-opus-4-6-thinking,aws_network_acl.public,,,,
CKV_AWS_237,CKV_AWS,Ensure Create before destroy for API Gateway,1,1,1,1,aws_api_gateway_rest_api,simple,1,claude-opus-4-6-thinking,aws_api_gateway_rest_api.this,,,,
CKV_AWS_261,CKV_AWS,Ensure HTTP HTTPS Target group defines Healthcheck,1,1,1,1,aws_lb_target_group,simple,1,gpt-4o,aws_lb_target_group.app_tg,,,,
CKV_AWS_275,CKV_AWS,Disallow policies from using the AWS AdministratorAccess policy,1,1,1,1,aws_iam_policy,simple,1,claude-sonnet-4-6,aws_iam_policy.administrator_access,,,,
CKV_AWS_285,CKV_AWS,Ensure State Machine has execution history logging enabled,1,1,1,1,aws_sfn_state_machine,complex,1,gemini-3.1-pro,aws_sfn_state_machine.etl_orchestrator,,,,
CKV_AWS_315,CKV_AWS,Ensure EC2 Auto Scaling groups use EC2 launch templates,1,1,1,1,aws_autoscaling_group,simple,1,gpt-4o,aws_autoscaling_group.app_asg,,,,
CKV_AWS_341,CKV_AWS,Ensure Launch template should not have a metadata response hop limit greater than 1,1,1,1,1,aws_launch_template,simple,1,claude-sonnet-4-6,aws_launch_template.nodes,,,,
CKV_AWS_62,CKV_AWS,"Ensure IAM policies that allow full ""*-*"" administrative privileges are not created",1,1,1,1,aws_iam_policy,complex,1,claude-opus-4-6-thinking,aws_iam_policy.cicd_permissions_boundary,,,,
CKV_AWS_63,CKV_AWS,"Ensure no IAM policies documents allow ""*"" as a statement's actions",1,1,1,1,aws_iam_policy,complex,1,claude-opus-4-6-thinking,aws_iam_policy.cicd_permissions_boundary,,,,
CKV_AWS_73,CKV_AWS,Ensure API Gateway has X-Ray Tracing enabled,1,1,1,1,aws_api_gateway_stage,simple,1,claude-opus-4-6-thinking,aws_api_gateway_stage.this,,,,
